Category,Message
ham,What time is ur flight tmr?
ham,Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.
spam,Your home is at risk! Get a free security system and monitoring for $1/day. Call now.
ham,"Nope, I'm still in the market"
ham,Watching telugu movie..wat abt u?
ham,Wait 2 min..stand at bus stop
ham,Wishing you a wonderful week.
ham,"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too"
spam,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE"
ham,"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?"
ham,Can you open the door?
ham,Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...
ham,OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX
ham,No..jst change tat only..
ham,Free any day but i finish at 6 on mon n thurs...
spam,Limited spots: Join the Beta for a new trading app and get $500 starting balance for free.
ham,"Me also da, i feel yesterday night  wait til 2day night dear."
ham,"The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe"
spam,Your insurance policy is ending. Save up to $800/year by switching today. Get quote: auto-save.biz
ham,I'm not driving... Raining! Then i'll get caught at e mrt station lor.
spam,Win a $500 Bass Pro Shops Gift Card! Take the survey: bit.ly/bass-win
ham,Already one guy loving you:-.
spam,Win a free 7-day cruise to the Caribbean! Click to enter: bit.ly/cruise-win-26
spam,"SMS. ac sun0819 posts HELLO:""You seem cool, wanted to say hi. HI!!!"" Stop? Send STOP to 62468"
ham,Ok leave no need to ask
ham,I sent them. Do you like?
ham,You still at the game?
ham,Hi happy birthday. Hi hi hi hi hi hi hi
ham,I'm going 2 orchard now laready me reaching soon. U reaching?
ham,Ok no prob...
spam,"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062."
ham,U wan 2 haf lunch i'm in da canteen now.
ham,Hey! Congrats 2u2. id luv 2 but ive had 2 go home!
ham,Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola
ham,"Its ok, called mom instead have fun"
ham,Oh :-)only 4 outside players allowed to play know
spam,Todays Voda numbers ending with 7634 are selected to receive a £350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.
ham,"Dear, take care. I am just reaching home.love u a lot."
ham,"Aight, I'll hit you up when I get some cash"
spam,Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
ham,"Cool, I'll text you in a few"
ham,Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...
ham,I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..
ham,What he said is not the matter. My mind saying some other matter is there.
ham,HAPPY NEW YEAR MY NO.1 MAN
ham,Or remind me in a few hrs.
spam,Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's
ham,Lol now I'm after that hot air balloon!
spam,You have 1 new voicemail. Please call 08719181503
ham,Omg if its not one thing its another. My cat has worms :/ when does this bad day end?
ham,How much is torch in 9ja.
ham,K I'll be sure to get up before noon and see what's what
spam,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p"
ham,"Merry Christmas to you too babe, i love ya *kisses*"
ham,You dont know you jabo me abi.
ham,Ok try to do week end course in coimbatore.
spam,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05
ham,It has issues right now. Ill fix for her by tomorrow.
ham,Is toshiba portege m100 gd?
ham,Loosu go to hospital. De dont let it careless.
ham,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*"
ham,Ok
ham,"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy"
ham,"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up."
ham,Hey check it da. I have listed da.
spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.
ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
ham,"Alright if you're sure, let me know when you're leaving"
ham,Like a personal sized or what
ham,"Yeah, don't go to bed, I'll be back before midnight"
ham,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade"
ham,"When you just put in the + sign, choose my number and the pin will show. Right?"
ham,Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx
ham,Do u noe how 2 send files between 2 computers?
ham,Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!
spam,"Huge discount on all luxury handbags! 70% off Chanel, Gucci, and Prada: luxe-sale.biz"
ham,Got smaller capacity one? Quite ex...
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
ham,Guess who spent all last night phasing in and out of the fourth dimension
ham,Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing
ham,You still coming tonight?
ham,Your delivery from Apple is scheduled for today between 3:00 PM - 5:00 PM.
ham,No problem baby. Is this is a good time to talk? I called and left a message.
spam,Become a 'Luxury Car Tester' and keep the car for a month! All expenses paid. Apply: car-tester.net
ham,Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.
ham,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)"
ham,"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN."
spam,This message is brought to you by GMW Ltd. and is not connected to the
ham,"Sorry, I'll call later"
ham,Are u coming to the funeral home
ham,If you don't respond imma assume you're still asleep and imma start calling n shit
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+
spam,Your DoorDash order is arriving. Rate your driver for credit.
ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...
ham,"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself"
ham,"Awesome, be there in a minute"
ham,That's y we haf to combine n c how lor...
ham,Good news! Your order #58121 has shipped.
ham,He also knows about lunch menu only da. . I know
ham,Yes. Rent is very expensive so its the way we save.
ham,"Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho"
ham,U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.
ham,Noooooooo please. Last thing I need is stress. For once in your life be fair.
spam,Your YouTube Premium subscription was canceled. Get 12 months free: bit.ly/yt-free
ham,Home so we can always chat
ham,yay! finally lol. i missed our cinema trip last week :-(
ham,Your package from Northside Gear is on its way! Track it here: https://shipping-update.com/status
ham,"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word)."
ham,I thk 530 lor. But dunno can get tickets a not. Wat u doing now?
ham,It's ok i wun b angry. Msg u aft i come home tonight.
ham,I want to go to perumbavoor
spam,Your credit card application was denied. See your free credit report to find out why.
ham,Hi Petey!noim ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x
ham,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)"
ham,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@"
ham,"Yo, you around? Just got my car back"
ham,Wat happened to the cruise thing
ham,Dunno leh cant remember mayb lor. So wat time r we meeting tmr?
ham,How long does applebees fucking take
ham,I dont know oh. Hopefully this month.
spam,"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive £5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else...."
ham,Goodmorning today i am late for  &lt;DECIMAL&gt; min.
spam,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl
ham,"Y cant u try new invention to fly..i'm not joking.,"
ham,And do you have any one that can teach me how to ship cars.
ham,Early bird! Any purchases yet?
ham,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar"
ham,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..
spam,Your PayPal payment of $299 to 'BestBuy' was successful. Not you? Cancel: paypal-dispute.co
spam,Your car insurance is expiring tomorrow. Don't drive uninsured. Call 1-800-INSURE.
ham,"Sorry, I'll call later"
ham,"Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday."
